sample_size,experiment,source,flip,estimator,n_reps,mean_estimate,se_estimate,mean_bias,se_bias,mean_abs_bias,se_abs_bias,mse,mse_se,min_estimate,max_estimate,ate_true,rmse,mse_ci95_low,mse_ci95_high,estimate_ci95_low,estimate_ci95_high,bias_ci95_low,bias_ci95_high
100,orig,,,aipw,5,0.22723346264314323,0.04278036431658758,-0.19102277339624743,0.04278036431658758,0.19102277339624743,0.04278036431658758,0.043810338240233934,0.018143611635058496,0.08590818648003734,0.3443483405475113,0.41825623603939066,0.20930919291859576,0.008248859435519285,0.07937181704494858,0.1433839485826316,0.31108297670365487,-0.27487228745675907,-0.10717325933573578
100,orig,,,ipw,5,0.4488572399235623,0.0492969262412806,0.03060100388417164,0.0492969262412806,0.09528427049301247,0.01986250854428111,0.010657169186072128,0.0043610139328750346,0.2565480695172886,0.5386892207253393,0.41825623603939066,0.1032335661791848,0.0021095818776370595,0.019204756494507196,0.35223526449065234,0.5454792153564723,-0.06602097154873833,0.1272229793170816
100,orig,,,outcome_regression,5,0.22138,0.042085251573443165,-0.19687623603939067,0.042085251573443165,0.19687623603939067,0.042085251573443165,0.045844925917037864,0.01815723020718216,0.08449999999999999,0.336,0.41825623603939066,0.21411428237517893,0.010256754710960832,0.08143309712311489,0.13889290691605138,0.3038670930839486,-0.2793633291233393,-0.11438914295544207
100,orig,,,tmle,5,0.3537708233177735,0.07247789239719912,-0.06448541272161719,0.07247789239719912,0.10442948177533125,0.05971815330235222,0.02517054799923721,0.021279795242629684,0.08661016056134159,0.5130530459087608,0.41825623603939066,0.15865228646079202,0.0,0.06687894667479138,0.2117141542192632,0.49582749241628377,-0.20654208182012745,0.07757125637689309
100,pair_qhyb,gan,,aipw,5,0.33593234339846634,0.050405283262099365,-0.0823238926409243,0.050405283262099365,0.09984735855520661,0.04174475599411362,0.01693999362248433,0.010530803942217245,0.1822202085041186,0.4556743698069782,0.41825623603939066,0.13015373072825967,0.0,0.03758036934923013,0.23713798820475157,0.4347266985921811,-0.18111824783463903,0.016470462552790457
100,pair_qhyb,gan,,ipw,5,0.40307974436979377,0.050460622254827274,-0.015176491669596903,0.050460622254827274,0.087105381935727,0.026589828556263517,0.010415423492774824,0.004728425801083776,0.25241585405540345,0.5301352651552921,0.41825623603939066,0.10205598215085103,0.0011477089226506233,0.019683138062899026,0.3041769247503323,0.5019825639892552,-0.11407931128905836,0.08372632794986455
100,pair_qhyb,gan,,outcome_regression,5,0.3093066440397414,0.04968294652336696,-0.10894959199964924,0.04968294652336696,0.11051666280128429,0.04880999267858023,0.021743594297865,0.013235665208573813,0.15333333333333335,0.4221739130434783,0.41825623603939066,0.1474570930741041,0.0,0.04768549810666968,0.21192806885394216,0.40668521922554063,-0.20632816718544847,-0.011571016813850005
100,pair_qhyb,gan,,tmle,5,0.4647077800488096,0.051999667437566184,0.04645154400941892,0.051999667437566184,0.09855159217765488,0.02855342043686753,0.012973607595328906,0.005913279674609141,0.3096635339954332,0.6013050560531518,0.41825623603939066,0.11390174535681578,0.0013835794330949898,0.024563635757562822,0.3627884318711799,0.5666271282264393,-0.0554678041682108,0.14837089218704863
100,pair_qhyb,llm,,aipw,5,0.3394385992489896,0.036791433431919505,-0.07881763679040103,0.03679143343191951,0.10488943617667215,0.012498643363030023,0.011626658165125037,0.002468439196286421,0.2857832922097696,0.48343573450506844,0.41825623603939066,0.10782698254669393,0.0067885173404036514,0.016464798989846423,0.26732738972242737,0.41154980877555186,-0.1509288463169633,-0.006706427263838785
100,pair_qhyb,llm,,ipw,5,0.39278757004213344,0.039938065038097756,-0.025468665997257233,0.03993806503809775,0.0781334355081736,0.015198810474172212,0.007028849103629151,0.00270876301158731,0.3374323122330127,0.5499181598166816,0.41825623603939066,0.08383823175395072,0.0017196736009180234,0.012338024606340278,0.31450896256746186,0.471066177516805,-0.10374727347192882,0.05280994147741434
100,pair_qhyb,llm,,outcome_regression,5,0.3142844603503705,0.036051365038441446,-0.10397177568902014,0.03605136503844145,0.11777073054862622,0.023124601891225255,0.016008933824467754,0.004574229710419705,0.25248407643312104,0.45275362318840584,0.41825623603939066,0.12652641552050606,0.007043443592045133,0.024974424056890376,0.24362378487502528,0.3849451358257157,-0.17463245116436538,-0.033311100213674893
100,pair_qhyb,llm,,tmle,5,0.4555821827119429,0.04015334483740475,0.03732594667255222,0.04015334483740475,0.04870321928888832,0.03698103274797374,0.00784239070152837,0.007685275622186734,0.4067414074140102,0.6146813207426312,0.41825623603939066,0.08855727356647995,0.0,0.02290553092101437,0.3768816268306296,0.5342827385932563,-0.041374609208761085,0.11602650255386553
100,pair_qhyb_flip,gan,flip_10,aipw,5,0.2541240992663014,0.04541839612141866,-0.16413213677308924,0.04541839612141866,0.16413213677308924,0.04541839612141866,0.035190681146668464,0.017137799351551564,0.10622474911175066,0.351428716856955,0.41825623603939066,0.18759179392145187,0.0016005944176273948,0.06878076787570953,0.16510404286832087,0.34314415566428197,-0.2531521931710698,-0.07511208037510868
100,pair_qhyb_flip,gan,flip_10,ipw,5,0.3089773537216922,0.045343458391696644,-0.10927888231769844,0.045343458391696644,0.10927888231769844,0.045343458391696644,0.020165990996283488,0.013634034518802608,0.14711234619208247,0.4063386363652447,0.41825623603939066,0.14200701037724683,0.0,0.0468886986531366,0.2201041752739668,0.3978505321694176,-0.19815206076542385,-0.02040570386997302
100,pair_qhyb_flip,gan,flip_10,outcome_regression,5,0.23225235658277626,0.04493520852291182,-0.18600387945661437,0.04493520852291182,0.18600387945661437,0.04493520852291182,0.042674135032900996,0.018797198534553892,0.0876984126984127,0.3255072463768116,0.41825623603939066,0.2065771890429846,0.005831625905175372,0.07951664416062662,0.1441793478778691,0.3203253652876834,-0.27407688816152154,-0.0979308707517072
100,pair_qhyb_flip,gan,flip_10,tmle,5,0.3673256565556831,0.050605254585874844,-0.050930579483707585,0.05060525458587485,0.08960338623329349,0.03467248285340377,0.012837491093351083,0.009751210749859478,0.19062658783895767,0.4711283289923329,0.41825623603939066,0.11330265263157382,0.0,0.03194986416307566,0.2681393575673684,0.4665119555439978,-0.1501168784720223,0.048255719504607116
100,pair_qhyb_flip,gan,flip_20,aipw,5,0.22161122379981402,0.019309824630243215,-0.19664501223957662,0.019309824630243215,0.19664501223957662,0.019309824630243215,0.040160738147706224,0.007540072917318964,0.17300015414917685,0.2747818264930465,0.41825623603939066,0.2004014424791055,0.025382195229761054,0.054939281065651394,0.18376396752453733,0.2594584800750907,-0.23449226851485333,-0.1587977559642999
100,pair_qhyb_flip,gan,flip_20,ipw,5,0.27468019462691745,0.021811885159769385,-0.1435760414124732,0.021811885159769385,0.1435760414124732,0.021811885159769385,0.022517113004568094,0.006291584953871113,0.2246011349829931,0.3311982341860713,0.41825623603939066,0.15005703250620445,0.010185606494980712,0.03484861951415548,0.23192889971376945,0.31743148954006545,-0.1863273363256212,-0.10082474649932521
