W1,W2,W3,W4,W5,W6,A,Y
1,0,0,0.8587410566701655,-0.8696591979050269,-0.1184553067453165,0,1
1,0,0,-1.1101104959517392,-1.1929851461650836,-2.319958972289122,0,0
1,1,1,-1.0338148227402708,0.4519471993841978,1.0356072676977972,0,1
1,0,1,1.5153867308189553,-0.5812609019427172,0.8580949016090766,1,0
1,0,0,1.0395038590371537,1.194263425766569,2.049843903898683,1,1
0,0,0,-0.855929481553125,0.8230568517320245,0.40498176158766025,0,0
1,0,0,-1.6872790377688405,0.59546713012678,-0.6717776477945462,0,0
0,0,0,-0.9003956534432475,-0.042686971993466924,0.2751639640903535,0,0
0,0,0,0.6134703140053833,-0.4840749159766061,-1.3680255150161384,0,1
0,1,1,0.0009652753924580381,-0.8969404346422826,0.39597637394707,0,0
1,0,1,-0.9007809450843867,-0.5708121235814563,-0.7994494993298361,0,0
0,1,0,0.5618361945117918,-0.05601390404319847,-1.6216381942460045,0,0
1,1,0,1.387025762490197,-0.9717115839640218,0.11061414185684867,0,0
1,0,0,-1.0869361269432036,0.9838646221695374,0.5964243314863957,0,0
0,1,0,-0.05174972268390758,0.6024001496664185,-0.12978338474822254,0,0
1,0,0,-0.7666542795806259,-1.3219188032448532,0.3638852498190548,1,1
0,1,1,1.1093812025963752,-2.695147181467073,0.5281780059723507,1,1
0,1,1,0.13851621085481963,1.0627618110230876,0.0728549360700057,0,0
0,1,0,-0.6189855817862056,-1.2277067701861546,-1.605660044299396,0,1
1,1,1,-1.6045134882516914,-2.8832180698684735,-2.397445952832173,0,1
0,1,1,0.7139751722892855,-1.665691634542113,-0.8750773855462431,0,0
1,1,1,-0.2556043656947294,0.18258587861491793,0.7320779105960208,0,0
1,1,0,0.1594475159385388,1.319388039636877,1.8745374510848716,0,1
1,1,1,-0.15607334469438092,0.8991949072168565,1.0807942532164987,0,0
0,1,1,0.424876682136576,1.4407502275286195,1.6713333139306565,0,0
0,1,1,-1.6921731367672335,1.7501421782069488,0.044732120488193604,0,0
1,0,0,-0.7843621851053145,1.8394007930977265,0.47046781765227424,0,0
0,1,0,0.3565179179105028,-0.9545408300433927,-0.9042850530187625,0,0
1,0,1,1.8158527920436751,-0.19547833479816953,3.1705473203534535,1,1
