W1,W2,W3,W4,W5,W6,A,Y
0.0,0.0,0.0,-0.7521332561837656,0.3318439377124836,0.9173240926177254,0.0,0
0.0,0.0,0.0,-0.3245178909872563,0.6629511195583497,1.8468992147208472,0.0,0
1.0,0.0,0.0,-1.0645106516784093,-1.4456750703002956,-1.265964742984214,0.0,1
0.0,1.0,1.0,-0.2558278227446522,0.1085334742317222,-0.14548975903734,0.0,1
0.0,1.0,1.0,-0.8138258149486454,0.7186772841208694,-1.719664194923509,0.0,1
0.0,1.0,1.0,-0.2822963004891343,0.6600005135614802,-0.3605897075354004,0.0,0
0.0,0.0,0.0,0.7282368331537583,-0.875052799301122,1.640775826506735,1.0,1
1.0,1.0,1.0,-2.255939498457608,-1.8323584687689487,-1.3298293135023354,0.0,0
0.0,0.0,0.0,-0.1406289072448084,-0.5997452328296794,-2.015602861408759,0.0,0
0.0,1.0,0.0,-0.2460877615550553,0.0465106727498372,-1.1320734500934364,0.0,0
1.0,0.0,0.0,-1.6354064332773162,0.2748664205233325,-1.332041879730538,0.0,1
1.0,1.0,0.0,-0.5283529868133336,1.6354516731942192,0.5851987828383058,0.0,0
0.0,0.0,1.0,1.320966314357683,1.2395638124694486,1.3444323628714974,0.0,0
1.0,1.0,1.0,0.2680117840883157,-0.739546350742582,-0.2890506062683788,0.0,0
0.0,0.0,0.0,-0.6558069632703147,0.6313191638631964,0.3760344233505603,0.0,0
1.0,1.0,1.0,0.6356478884472019,-0.4109089835232745,0.0949730305890825,0.0,0
1.0,0.0,0.0,0.2644836040625872,0.7932018472522254,-0.0883646499227324,0.0,1
0.0,0.0,0.0,-1.3720743291855664,-0.67177489086531,-0.8083360501931766,0.0,0
1.0,0.0,0.0,-0.4577465927722373,1.2955975493181064,-2.2571012685326464,0.0,1
0.0,1.0,0.0,-0.1346206497966625,-0.5528066779357411,-1.305871079978504,0.0,0
1.0,0.0,1.0,-0.0767283949672719,-0.3583724771832253,-0.3862757620868333,0.0,0
0.0,0.0,0.0,0.2518290463107146,-0.9200805910869496,0.2736212666735219,0.0,1
0.0,0.0,0.0,-0.0815141646755252,0.8166671297679959,0.9390276808455564,0.0,0
0.0,1.0,0.0,-0.0398935216805006,0.0658224104657461,1.2909571792723882,0.0,0
0.0,1.0,1.0,-0.6186938175159893,0.4276410383578448,1.0699009994861188,0.0,0
