W1,W2,W3,W4,W5,W6,A,Y,ps
0.0,1.0,1.0,1.0449944096738977,-0.4561175551486853,0.784999471072245,0.0,0.0,0.03
1.0,1.0,0.0,0.6085146984848496,-0.9798902516618008,-1.5809708016538024,0.0,1.0,0.0
0.0,1.0,0.0,-0.0693286966904828,0.6925743475393558,-0.2107336397112588,0.0,1.0,0.0
0.0,1.0,1.0,-0.1083920671735398,-0.4786723564156615,-0.6627881136235688,0.0,0.0,0.0
0.0,0.0,0.0,0.4501555127671789,-0.3290515493410809,0.3261943842273341,0.0,0.0,0.0
0.0,0.0,1.0,1.7653351005190716,1.3471054646704976,1.2957542237294049,0.0,0.0,0.15
0.0,1.0,0.0,0.8709698025322423,-1.049067745168616,0.3560477390263851,0.0,1.0,0.0
0.0,1.0,0.0,-0.5084571342754007,0.3166588951566543,0.002213126662618,0.0,1.0,0.01
0.0,1.0,0.0,0.7774192052488628,-1.895266947476466,0.5014036380430058,0.0,1.0,0.03
1.0,1.0,1.0,-0.1187711721030892,0.0897291174446511,-1.7256886869537118,0.0,1.0,0.0
0.0,0.0,0.0,-0.1989981838037244,0.4102657453968444,1.7627584188394856,0.0,0.0,0.06
1.0,1.0,1.0,1.8664713751521247,0.8598709717969121,2.7808451864738792,1.0,1.0,0.92
0.0,0.0,1.0,-0.418937897678123,-0.8986831933186461,-0.6084934593512492,0.0,0.0,0.01
1.0,0.0,1.0,-0.4791849151274058,0.3196569419445935,0.5705592276609399,1.0,1.0,0.71
0.0,0.0,1.0,-1.9521052872452325,0.3181541996786893,-0.2104271433699767,0.0,0.0,0.02
1.0,1.0,1.0,-1.4023291454531368,-0.0192316340976372,-1.448070017535319,0.0,1.0,0.0
0.0,0.0,1.0,0.4511229387345986,0.1500162787278037,0.4652346745804078,0.0,0.0,0.07
1.0,1.0,1.0,-0.6949209011852391,0.4635343217316655,0.6624808893727796,0.0,1.0,0.08
0.0,1.0,1.0,0.515413801783241,0.3978804248818511,0.7664638719400345,0.0,0.0,0.02
0.0,0.0,0.0,-1.1148710523659369,-0.9960108890883996,-0.004120202878417,0.0,0.0,0.0
1.0,0.0,0.0,-0.7673098263317347,-1.1958615103244818,-0.8865895582589471,0.0,0.0,0.0
1.0,0.0,0.0,0.6745707069560037,2.505980285318673,1.6710264847603582,0.0,1.0,0.21
0.0,0.0,0.0,1.460892380463078,1.919792286428088,0.9225385874210228,0.0,1.0,0.08
1.0,1.0,1.0,0.5924728014240198,-1.3916938760540336,-0.7641485870216445,0.0,1.0,0.0
1.0,0.0,0.0,1.197830841721251,0.4502177420378455,0.3643066108414802,0.0,1.0,0.06
1.0,1.0,1.0,1.7045941713724069,0.6274370827531105,2.871499144818201,1.0,1.0,0.95
0.0,1.0,0.0,1.0400891531540952,0.7513372351604846,1.136218746304652,0.0,0.0,0.01
0.0,1.0,1.0,-0.918440038300026,0.1403954364473501,-1.3884488022845174,0.0,1.0,0.0
0.0,1.0,0.0,-0.1053447125075421,-0.9268719392086244,-0.1175099376966459,0.0,1.0,0.0
1.0,1.0,0.0,0.630195670684911,-0.1824204063630975,0.0318839355298623,0.0,0.0,0.01
0.0,0.0,0.0,-0.4148469012882354,-0.491125137790818,-3.506750399965832,0.0,1.0,0.0
0.0,1.0,0.0,0.451946037321223,0.1343731160397544,0.7730119478343062,0.0,1.0,0.01
1.0,1.0,1.0,-1.5791562853944654,-0.2683713041205766,-2.4764625779343565,0.0,0.0,0.01
1.0,0.0,0.0,-0.8286279788564058,-0.1316756262870183,0.0983126176845299,0.0,0.0,0.0
1.0,0.0,1.0,0.528879745585174,1.018552474767882,-0.1875474888539819,0.0,0.0,0.08
0.0,1.0,0.0,-2.2370865111124707,1.2305581999547246,-1.961588615972027,0.0,1.0,0.0
1.0,0.0,1.0,-1.1077125022845524,-1.181103172771823,-0.650066186545809,0.0,0.0,0.0
1.0,1.0,1.0,-0.0177183179101422,-0.4599301044345812,-1.733017976447046,0.0,1.0,0.0
0.0,0.0,1.0,-1.719394474619523,-0.7907999537751678,-1.701796417674465,0.0,0.0,0.01
1.0,1.0,1.0,0.057120996082092,1.2237222119601092,0.8447989989422635,0.0,1.0,0.08
1.0,0.0,1.0,-0.7995474906917599,-0.0593679025484991,0.1827748265079234,0.0,0.0,0.02
1.0,1.0,1.0,-0.2915945955008327,1.4489894041582356,1.3235819407693534,0.0,0.0,0.07
0.0,1.0,1.0,-0.2589828534005323,-0.4775808546567209,-0.4045631425823288,0.0,1.0,0.0
1.0,0.0,0.0,0.1892931975586576,0.0259999941856581,-0.7247487518165313,0.0,1.0,0.0
0.0,1.0,1.0,-0.5637887345823027,-1.3486964467972422,0.9675728352811526,0.0,0.0,0.05
0.0,1.0,1.0,0.0896864073225901,1.30253553648618,0.0901296513657874,0.0,0.0,0.0
1.0,0.0,1.0,-0.6011568006493835,-0.3626120875772587,1.3217045373731762,1.0,0.0,0.9
0.0,0.0,1.0,0.5560735100773853,-1.4851564513254545,-0.91706644390806,0.0,0.0,0.03
0.0,1.0,0.0,1.693809113288081,-0.5924612851532695,1.7119596074092132,0.0,1.0,0.14
0.0,1.0,0.0,0.1968697792502914,-2.304907937770138,0.0159464596902096,0.0,1.0,0.0
0.0,0.0,0.0,0.1698692553475717,-0.0318171726987914,-0.9765082060525044,0.0,0.0,0.0
1.0,1.0,1.0,-1.164007971161202,0.1124877424141958,-0.1704756073672735,0.0,1.0,0.0
0.0,0.0,1.0,0.6933662256603845,0.2880781670051505,1.2461142255236228,1.0,1.0,0.72
0.0,1.0,1.0,-0.7580673285562323,1.498108183577034,1.071002549033645,0.0,0.0,0.01
